file,page,text
output_mixed_1a_redacted.pdf_ocr_output.csv,11,"THE BOOK COLLECTOR host of illustrious names. In the Norwegian section was a very nice signed copy of Heyerdahl's Kon-Tiki Ekspedisjonen, Oslo 1948, for Kr. 7,500. From BENNETT & KERR came 'Aelfric to Wyclif', the library of Anne Hudson, one time Professor of Medieval English at Oxford. This was an astonishing collection. The best idea that can be given of its depth is by enumerating the number of entries for some titles or subjects: Aquinas merging into Aristotle (21), Jan Hus (27), Middle English Texts (32), Studies in Church History (56), William of Ockham (19), John Wyclif (31). There will be those to whom this represents the pabulum of the gods. With 1,768 items, the table is groaning. JONATHAN HILL'S catalogue 240 is masterly. In it may be found 'The First Japanese Book on the Camera, the Telegraph & the Steam Engine' (Kagoshima 1854, $3,750); two books of hand-painted illustrations of kimonos (1820 and 1810, $4,000 and $3,500), a Ming woodblock banknote c.1400 ($12,500) and 'A Rare & Early Jesuit Imprint in Beijing; the First Printed Statement in China that the Earth is Round' (Beijing, c.1614, $65,000). The notion that by merely reading the catalogue one can absorb its knowledge is one of its pleasures; the design by Jerry Kelly is another, better-founded. 170"
output_mixed_1a_redacted.pdf_ocr_output.csv,12,"Focus on what you can change: It may feel like your illness controls your life. Long Covid has probably affected your body and your ability to do things the way you used to. This can make you feel like your illness controls your life. However, although you might struggle to control the effect of Long Covid on your body, you still have control over how you want to live your life. It might take some adjustments but it is in your control. For example, you might not be able to stop from feeling tired when going out. However, you can continue to go out by making sure you take regular breaks or do activities that do not need any physical activity. Try to do things that make you happy: People like different activities. It depends on their fitness levels and what they are interested in. Think of the things you enjoy doing and put them in your diary. Put off your worry: It may feel that worry controls your life, and that you can't stop yourself from worrying. We will often try to push our thoughts away, but this usually does not work, as our worries seem to always return. Try to put off your worry rather than pushing it away. This can help you feel more in control over your worry, instead of your worry being in control of you. Please look at page 44 to learn how to put off worry. Problem-solving: It is possible that a lot of stressful things have happened to you because of Covid-19. For example: dealing with your work, house, money, illness. Such things may have made you worry about the future. Learning good problem-solving skills can help you find solutions to your problems, lessen worry, and get some control back over your life. Please look at page 45 to learn skills on problem solving. Try not to hold back thoughts and feelings: You may feel snowed under with your emotions. Some of us may try to avoid our thoughts and feelings because we are afraid we will not be able to managethem. But if we do that, we worry more. Remember, that we all have emotions, and we have the right to feel them, whether other people believe it's right or not. Emotions are normal, and they will become less strong if we accept them and talk about them, instead of pushing them away. In the following sections, you can find some helpful tips to manage your emotions. Feel free to read through them and pick the one's you like the most. Long Covid Workbook 43"
output_mixed_1a_redacted.pdf_ocr_output.csv,13,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH
output_mixed_1a_redacted.pdf_ocr_output.csv,14,"THE BOOK COLLECTOR However, library catalogues in this period served just as much to advance the fundraising needs of their relatively fledgling institu- tions as they did to connect books and readers, especially critical since these institutions did not generally have funds available for the purchase of books and were completely reliant on donations. The deployment of early library catalogues for fundraising has been little studied. In this article, I shall try to explore how they came to serve this function in the early 18th century, focusing on the case of Harvard's 1723 catalogue. Many objects circulating in the early 18th-century world of print, and particularly in libraries, were intended to recognise or encourage philanthropy. Manuscript benefaction registers existed at many Oxford and Cambridge college libraries in the 17th and 18th centuries, inspired by the example set by Thomas Bodley, who began to prepare a 'publike Register' more than two years before the opening of the Bodleian Library on 8 November 1602 to record three kinds of gifts: 'one in bookes alone, an other in mony, and a third in bothe'. The sumptuous bindings and elaborate illustra- tions of surviving registers suggest that their chief purpose was to encourage gifts from prospective patrons. A particularly elaborate example from The Queen's College, Oxford, bound at the work- shop of the great Restoration bookbinder Samuel Mearne, was silver-embossed, with finely prepared calfskin used for its leaves. 4 (N[ew] London [CT] : Printed by T. Green, 1743). The only other American college li- brary catalogue printed before the American Revolution was Princeton's: A Catalogue of Books in the Library of the College of New-Jersey (Woodbridge [NJ] Printed by James Parker, 1760). All three have been reprinted in modern facsimile editions with intro- ductions: W. H. Bond and Hugh Amory, eds, The Printed Catalogues of the Harvard College Library, 1723-1790 (Boston: Colonial Society of Massachusetts, 1996) James E. Mooney, ed., Eighteenth-Century Catalogues of the Yale College Library (New Haven: Yale University, 2001) Julian P. Boyd, ed., A Catalogue of Books in the Library of the College of New Jersey (Princeton : Princeton University Library, 1949). 3. G. W. Wheeler, ed., Letters of Sir Thomas Bodley to Thomas James (Oxford: Clarendon Press, 1926), pp- 32, 6in. 4. Jonathan B. Bengtson, 'Benefaction Registers in Oxford Libraries', Library History 16 (2000), pp. 143-52; Bengtson, Treasures of The Queen's College Library, Oxford (Oxford: The Queen's College, 1999), p. .9; Charles Benson, 'Libraries in University Towns', in Giles Mandelbrote and K. A. Manley, eds, The Cambridge History of Libraries in Britain and Ireland: vol. II, 1640-1850 (Cambridge: Cambridge University Press, 2006), pp. II3-14. 64"
output_mixed_1a_redacted.pdf_ocr_output.csv,15,"This will let you see what activities are contributing to your PESE, and it may help you to find out what things are triggering it (bringing it on). If you can find triggers, and either cut them out completely, or reduce them to a manageable level, this should help to improve your symptoms and energy levels. Build in rest periods The level of activity/rest that you can manage without making your symptoms worse is known as your baseline activity. Finding this will take time, but it will let you gradually manage to do a little bit more of the activities you managed to do before you had Covid-19. Please also see the sections on pacing. Self-monitoring activity The Workwell Foundation advises that if you have PESE, you should have a maximum heart rate of 15 beats per minute above your normal resting heart rate, when you are doing any activity. This means that if your heart rate climbs to 15 beats higher than your resting heart rate, you should stop the activity to prevent PESE. A heart rate monitor may help you to keep an eye on this at home. This is because above this rate your body naturally starts to use the method of creating energy without oxygen. This means that your energy will run out faster. How to calculate resting heart rate: Rest for 10 minutes Feel your pulse at the thumb side your wrist with 2 fingers Count the number of beats for 30 seconds Multiply this by 2 to get the number of beats per minute Long Covid Workbook 19"
output_mixed_1a_redacted.pdf_ocr_output.csv,16,"10/23/72 vii LIST OF TABLES AND CHARTS Linked Adobe Page No. Table Page 2-1 SUIT WEARING SCHEDULE 2-1 45 2-2 CREW BIOMED HARNESS WEARING SCHEDULE 2-2 46 2-3 SC COVERAGE BY STDN STATIONS USING 85 FT/210 FT DISH ANTENNA 2-3 47 2-4 APOLLO 17 TV SCHEDULE 2-6 50 2-5 FUEL CELL PURGE, URINE DUMP AND WASTE WATER DUMP SCHEDULE 2-7 51 2-6 BATTERY CHARGE SCHEDULE 2-8 52 2-7 LiOH CANISTER CHANGE SCHEDULE 2-9 53 2-8 CSM RCS UNCOUPLED CONFIGURATION PERIODS 2-10 54 2-9 CSM BURN/EVENT SCHEDULE 2-11 55 2-10 APOLLO 17 DSEA SCHEDULE 2-13 57 2-11 LM BURN/EVENT SCHEDULE 2-14 58 2-12 APOLLO 17 RETURN TO EARTH BLOCK DATA SCHEDULE 2-15 59 2-13 LANDMARK AND LANDING SITE DATA 2-17 61 2-14 CRYO MANAGEMENT SCHEDULE 2-18 62 2-15 LUNAR SOUNDER SCHEDULE 2-19 63 2-16 APOLLO 17 FILM BUDGET 2-21 65 2-17 MC, LA, AND PC OPERATIONS 2-25 69 CHART 2-1 LUNAR SOUNDER EMI TEST 2-27 71 2-2 LUNAR SOUNDER HF MODE 2-28 72 2-3 LUNAR SOUNDER VHF MODE 2-29 73 2-4 LUNAR SOUNDER - RECEIVE ONLY (SEP ON) 2-30 74 2-5 LUNAR SOUNDER - RECEIVE ONLY (SEP OFF) 2-31 75"
output_mixed_1a_redacted.pdf_ocr_output.csv,17,"04 | Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 05 Forewords Lambeth has long been It is this open heart and pioneering spirit, along I am truly honoured and We know we face major challenges when it comes with our geographical connectivity, our vibrant and to making these ambitions a reality, not least the the home of inspirational imaginative business community and passionate proud to share our vision entrenched inequities that persist across Lambeth, creativity and audacious voluntary sector that places Lambeth in an for Lambeth by 2030. despite good progress made to change this. That unparalleled position in London. is why we are tying all our ambitions together with a innovation. determination to be a borough of equity and justice But we cannot take our residents for granted. What This is the product of a series of fruitful conversations one that is fairer for our Black, Asian and Multi- From William Blake to Olive Morris, artists and came through in the hundreds of conversations, about the borough - what makes Lambeth unique, Ethnic residents, our LGBTQ+ residents, our disabled meetings, workshops and roundtables we have held what we want it to look and feel like by 2030, and residents, for women and girls, our faith communities activists have pushed the boundaries of what is what matters most to all of us who live, work, and possible and changed our borough for the better. in developing Our Future, Our Lambeth, is that whilst and those with lower socio-economic status. We our communities are generous and tough, whilst visit the borough. That means that whilst the Council will be relentless in our pursuit of more equitable We are a place of energy and ambition, a destination they possess incomparable levels of humanity and has held the pen on the Borough Plan, it really does for those who wish to make a difference. And we outcomes in all that we do together for Lambeth. resilience their strength is not boundless. belong to us all - residents, institutions, businesses, have long been a place of sanctuary, welcoming the voluntary and community sector - everyone who Lambeth 2030 is a plan for everyone - it will bind us communities from around the globe who have come It is incumbent upon us all to make the bold decisions has a stake in Lambeth. to make Lambeth their home. to work together, through cross-sector collaborations now, because the choices we make today will define and brave conversations, to realise our 3 bold the Lambeth we create for the next generation. As Chief Executive of Lambeth Council, I am ambitions. We have special ingredients in Lambeth We also recognise that we are not an equal borough. We have faced exceptionally challenging times the It is those challenges, both the ones we are grappling absolutely committed to improving the lives of every including world leading organisations, a vibrant Lambeth resident - and I am determined not to leave devastating cuts to public services, austerity Britain, with presently and the ones just around the corner, voluntary and community sector and passionate that Our Future, Our Lambeth seeks to address. anyone behind. Lambeth faces distinct challenges, residents - which by working in partnership, can Brexit, the pandemic and the ongoing cost of living both now and in the future - and we know the make a real difference. crisis. The impacts are not felt equally and have We have a wonderful opportunity to transform impacts of these challenges are felt differently across exacerbated the chronic stresses of poverty, racism and reshape our neighbourhoods and equip our our diverse neighbourhoods and communities. I want to thank you - our residents and partners - and inequality that affect SO many in our community. communities to overcome future obstacles and for your involvement in shaping Lambeth 2030. | am enable us all to thrive. So, the Lambeth that we see Collectively, we have to rise to these challenges and continually struck by the pride people have for their We saw during the coronavirus pandemic the in 2030 is one that is healthier, safer and sustainable, be courageous to overcome them - not being afraid local community and for Lambeth and share your remarkable collective response of our borough when the Council, businesses, voluntary and community and is active in tearing down deep-rooted inequalities. to do things differently to deliver greater impact for passion and drive to be one of the best boroughs in ourselves, our friends, families and neighbours. London. Lambeth 2030 is the first step towards our organisations and residents came together as one Our Future, Our Lambeth is the beginning of us future. and carried us through the toughest of times. Our taking that bold action, being brave in the face of an Lambeth 2030 is a vision for the best borough we can partnership working and genuine collaboration is our uncertain future, and, together, creating a more just be by 2030. That is a borough with social and climate Let's do this together. core strength. And what is unique about Lambeth and equitable Lambeth for us all. justice at its heart. A borough that is safer, fit for the is our diversity which forms the bedrock of that future, and which everyone can have the opportunity collective power. to call home. We are the home of Windrush. We are home to London's largest LGBTQ+ community. We are home to the largest Portuguese-speaking community in London and increasingly are welcoming more of the Latin American community who are making Lambeth their home. It is these foundations, being a place of sanctuary and possessing a deeply welcoming, Bayo Dosunmu Councillor Claire Holland Chief Executive - Lambeth Council collective, community spirit, an aspiring borough Leader of Lambeth Council thirsty to achieve, which continues to see us through the challenges that are placed before us."
output_mixed_1a_redacted.pdf_ocr_output.csv,18,"LM FLIGHT PLAN MCC-H 1053 CST CDR LMP NOTES 110:00 (31022) CABIN REGULATOR CHECK :05 RATE GYRO TEST -0:20 :10 PREP FOR UNDOCKING REV 12 : 15 LM TIMELINE BOOK PAGE 1 -0:10 :20 (22012) SET DAP V06 N20 :25 P47 THRUST MONITOR 0 CSM/LM UNDOCKING & SEPARATION 110:27 110:30 YAW LEFT 60°, PITCH UP 90° MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 110:00 - 110:30 6/11-12 3-112 FLIGHT PLANNING BRANCH"
output_mixed_1a_redacted.pdf_ocr_output.csv,19,"NEWS COMMENT ABA fairs and events. We offer heartfelt condolences to Sandy, John's widow, and family. WILLIAM PATRICK 'RICK' WATSON has sent news of his impending retirement after more than fifty years in the book trade (in part with Quaritch, but mostly by himself). A distinguished dealer in rare scientific books, his learned and elegant catalogues were always 'keepers' and have become essential reference tools in their own right. His remaining books have been consigned to Christie's. The so-called SPETCHLEY BINDINGS - a magnificent pair of English embroidered bindings of crimson velvet, gold and sequins - have been added to the National Art Library, allocated to the V&A as part of the Acceptance in Lieu Scheme. Curator Catherine Yvard, writing for the V&A blog, explained: 'This set of two volumes, consisting of a Holy Bible (dated 1632, though actually 1633) and a Book of Common Prayer (1634) was probably commissioned for the Chapel Royal at Whitehall, which was for the use of the King and his family; they are said to have been gift- ed by Charles I to Sir Robert Berkeley of Spetchley (1584-1656). They remained with the Berkeley family of Spetchley Park (Worcestershire) until 2022.' With fabulous embroidery including the royal arms and ci- pher, they are from the workshop of Edmund Harrison (1590-1667), the King's Embroiderer whose career spanned the reigns of James I, Charles I and Charles II. The Spetchley Book of Common Prayer is now on display at the V&A's British Galleries (gallery 56 and online). Similar embroidered bindings were given to royal courtiers and a slightly earlier example, also a Book of Common Prayer bound in Harrison's embroidery, is preserved at the National Trust's Ham House in Surrey. According to a dealer, Howard Mather, the well-known bibliophile Anthony Hobson used to get his butler to paste his distinctive bookplate on his books and pamphlets, 'which makes it funnier when an occasional one is found upside-down on the rear endpaper'. No doubt members of THE BOOKPLATE SOCIETY, which celebrated its 50th anniversary on 30 September 2022, will know of many other such anecdotes, concerning the small, personalised marvels of design and print. Perhaps such anecdotes will find their way into one of their future publications, all of which are richly researched, attractive and affordable. 143"
output_mixed_1a_redacted.pdf_ocr_output.csv,20,"NOTES ON CONTRIBUTORS NICOLAS BARKER was editor of The Book Collector between 1965 and 2015. STEPHEN CLARKE is an honorary research fellow of the University of Liverpool. He is the Chairman of Dr Johnson's House Trust and of the Beckford Society. He has edited The Selected Letters of Horace Walpole for Everyman, (2017); his latest book, which The Book Collector published, is Lefty Lewis and the Waldegraves: Collecting, Obsession, Friendship. VICTORIA DAILEY is deputy editor of The Book Collector. JAY DILLON builds private libraries. JAMES FLEMING is editor of The Book Collector. MIRJAM FOOT is a former Director of Collections and Preservation at the British Library and Emeritus Professor of Library and Archive Studies at University College, London. She has published extensively on the history of bookbinding. BASIE BALES GITLIN is Director of Development for Yale University Library and Yale Collections, Librarian of the Elizabethan Club, and Co- Chair of Yale's Adrian Van Sinderen Book Collecting Prize. NEIL GUTHRIE is a lawyer in Toronto. He is the author of The Material Culture of the Jacobites (2014), Guthrie's Guide to Better Legal Writing (2017, 2021) and many articles. ANGUS O'NEILL is an antiquarian bookseller based in London. JULIAN POOLEY is Public Services and Engagement Manager at Surrey History Centre, Woking and Honorary Visiting Fellow of the Centre for English Local History at the University of Leicester. ED POTTEN is a Research Associate in the Centre for Medieval Studies, University of York, and Principal Consultant on the AHRC/DFG- funded project, 'Werck der Bücher' - Transitions, Experimentations and Collaboration in Reprographic Technologies, 1440-1470. He also runs Pinakes Rare Books. CHARLES SEBAG-MONTEFIORE is the Treasurer of the Friends of the National Libraries, a Trustee of the National Gallery Trust and of other charities, and joint author of The British as Art Collectors (Scala, 2012). 186"
output_mixed_1a_redacted.pdf_ocr_output.csv,21,"36 I Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 37 Quality housing for Our vision is to ensure everyone has access to a A borough of sanctuary safe and secure home, which is affordable and Lambeth's vision is clear - we want to improve equity local people sustainable. We have committed to increasing the of access to support for all sanctuary-seekers and Lambeth has a proud history as a place of sanctuary, delivery of affordable housing, ensuring that growth raise the voices of people with lived-experience. We hope and opportunity, welcoming refugees from Good quality, affordable housing is the basis of delivers investment in our communities. We will will be led by five core values: Inclusivity, Openness, across the world. This will not end, and we have stability and security for individuals and families. It go our on Participation, Inspiration and Integrity. To drive this renewed our commitment to never turn our back on can provide the foundation of good health, wellbeing to our our forward, we have created the Lambeth Sanctuary and independence, and support people to participate Lambeth, like the rest of the UK, is in the grip of collective Strategy, delivery achieve further this of housing future. in setting affordable forward net-zero commitments options out will housing how be ambition for all in stages Lambeth, and Lambeth sustainability, accelerate protect of life SO those seeking our help by gaining official Borough Forum, a multi-agency group working with the of Sanctuary status - becoming only the second in the local economy and benefit from growth. Yet voluntary and community sector, structured to deliver London Borough to achieve this. Driving a new Housing the priorities of our sanctuary-seekers, with humanity a serious housing crisis - in terms of availability, we can the and compassion. We want Lambeth to feel like home for everyone - affordability, and safety. This is compounded by providing and we will continue to be a borough that values national policy which stifles both delivery and the suitable refugees, migrants and all those seeking sanctuary, financial context within which housing operates. that it is easier for people who grow up in Lambeth supporting them through loss and trauma and to continue living here. As a major landlord in the working with them to rebuild their lives - safe from Whilst we have seen the delivery of the first new borough, the Council will set out an ambitious violence and persecution. council homes in a generation, we recognise that the improvement plan for its stock including transforming pace of growth has not matched demand and that its housing management and repairs service, SO that is why the Council is committed to accelerating the Lambeth residents have the quality they deserve - delivery of affordable housing with our partners. We and a voice to ensure services work for them. And know at the same time as delivering more homes for we will ensure that housing is at the heart of our social rent, that there is more to do around standards approach to supporting healthy and safe communities and conditions of existing homes, and our relationship working in partnership to tackle homelessness, with residents. To ensure that Lambeth is a place we deliver better standards for private renters, and can all call home, we are committed to refreshing and supporting residents into work. resetting our approach - with residents at the centre. POPCORN"
output_mixed_1a_redacted.pdf_ocr_output.csv,22,THIS PAGE INTENTIONALLY BLANK 6-56 APOLLO 17 FINAL (12/6) 10/23/72
output_mixed_1a_redacted.pdf_ocr_output.csv,23,"WHO PLANTED THE TREES? and authoritative figure at the rostrum, urbane and elegant in a dark suit with a fresh buttonhole. In 1920 G. D. H. married Gertrude Adelaide Vaughan (1890- 1938) and their only son, Anthony, was born at Rhyl in the follow- ing year. They lived at I, Bedford Square until the British Museum commandeered part of the back garden to build the new Duveen gallery, when the family moved to Chelsea Park Gardens. Anthony was educated at Eton and New College, Oxford, graduating in modern languages. He served in the Scots Guards from 1941-46, having taken part in the Italian Campaign, then ending up in Intelligence. He never lost his upright military bearing. Before em- barking on his career as auctioneer and scholar, he travelled in Italy, Greece, Turkey, Spain and Portugal, adding Italian and Spanish to his already fluent French and good German. When G. D. H. died in 1949, Anthony, who had joined the auction house in 1947, became head of the Book Department and a Director of Sotheby's. He held these functions until 1971. His scholarship during these years is evident from the well-researched catalogues, many written by himself. He masterminded a number of important sales, such as those of the Dyson-Perrins Collection of medieval manuscripts (1958-60), the books and bindings belonging to Major J. R. Abbey (1965-78), and perhaps the most famous of all, the residue of the enormous collection of books and manuscripts of Sir Thomas Phillipps, lasting from 1965 to 1977. He recruited a team of experts, among whom were Andreas Mayor and Christopher de Hamel, who, in a charming personal recollection of his former boss, emphasised Anthony's erudition, astonishingly retentive memory and 'relentless industry""2. Disenchanted with changes in the compa- ny, he resigned in 1977. In 1959 he had married Tanya Vinogradov (1929-1988), daughter of the historian Igor Vinogradov. They had a son and two daugh- ters and Tanya accompanied Anthony on his extensive travels to libraries and collections of rare books and bindings, taking many of the photographs that came to illustrate her husband's lectures and publications. 2. The Book Collector, vol. 60, no. 3, Autumn 2011, p. 372. 119"
output_mixed_1a_redacted.pdf_ocr_output.csv,24,"FLIGHT PLAN 72:00 78:00 MCC-4 72:09 S T D EAT SIM DOOR JETT 72:39 N 73:00 79:00 PC REV 2 UV IR MC 74:00 80:00 S S T T EAT D P52, OPT 3 D N MNVR TO BURN ATT N PREP FOR CIRC 75:00 81:00 P52, OPT 3, OPT 1 WASTE WATER DUMP REV 3 CIRC GETI: 81:31:48.8 BT: 08.7 SEC AV: 137.5 FPS PREP FOR LOI 76:00 82:00 BURN STATUS REPORT ORBIT: 60.3 X 59.3 S LiOH CANISTER CHANGE T PRE-SLEEP D P20 (-X FWD) N 77:00 83:00 LOI GETI: 77:09:07.0 UV BT: 5 MIN 10.5 SEC IR AV: 4033.2 FPS REV 4 REST ORBIT: 169.9 X 59.6 (8 HR) BURN STATUS REPORT 78:00 P20 (+X FWD) 84:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 CSM ONLY ALT 23 OCT 1972 72:00 - 84:00 4/1-4 6-43 FLIGHT PLANNING BRANCH"
